"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"5949",1," 425 EAST 58TH STREET, 26E                 ",10022,2000000
"5950",1," 425 EAST 58TH STREET, 26A                 ",10022,1691470
"5951",1," 30 SUTTON PLACE, 12/13F                   ",10022,300000
"5952",1," 30 SUTTON PLACE, 13F                      ",10022,150000
"5953",1," 30 SUTTON PLACE, 12F                      ",10022,150000
"5954",1," 418 EAST 59TH STREET, 16A                 ",10022,1050000
"5955",1," 418 EAST 59TH   STREET, 19A               ",10022,1225000
"5956",1," 418 EAST 59TH STREET, 5A                  ",10022,1075000
"5957",1," 400 EAST 59TH STREET, MR7                 ",10022,44616
"5958",1," 400 EAST 59TH STREET, 3G                  ",10022,435000
"5959",1," 400 EAST 59TH STREET, 5CD                 ",10022,1830000
"5960",1," 45 SUTTON PLACE SOUTH, 12E                ",10022,1450000
"5961",1," 45 SUTTON PLACE SOUTH, 9F                 ",10022,2250000
"5962",1," 45 SUTTON PLACE SOUTH, 19A                ",10022,1500000
"5963",1," 45 SUTTON PLACE SOUTH, 19N                ",10022,1575000
"5964",1," 45 SUTTON PLACE SOUTH, 4C                 ",10022,900000
"5965",1," 45 SUTTON PLACE SOUTH, 5B                 ",10022,1150000
"5966",1," 25 SUTTON PLACE SOUTH, 2I                 ",10022,750000
"5968",1," 25 SUTTON PLACE SOUTH, 7A                 ",10022,857500
"5970",1," 25 SUTTON PLACE SOUTH, 5F                 ",10022,1750000
"5971",1," 25 SUTTON PLACE SOUTH, 19L                ",10022,775000
"5972",1," 25 SUTTON PLACE SOUTH, 15-I               ",10022,600000
"5974",1," 25 SUTTON PLACE SOUTH, 2R                 ",10022,625500
"5975",1," 25 SUTTON PLACE SOUTH, 3M                 ",10022,1432352
"5976",1," 1 SUTTON PLACE SOUTH, 3B                  ",10022,3800000
"5977",1," 1 SUTTON PLACE SOUTH, 7 8B                ",10022,9500000
"5978",1," 25 SUTTON PLACE, 5J                       ",10022,1252500
"5979",1," 35 SUTTON PLACE, 18E                      ",10022,1386000
"5980",1," 344 EAST 50 STREET, 12/3A                 ",10022,425000
"5981",1," 235 EAST 40 STREET, 2A                    ",10016,948333
"5986",1," 235 EAST 40 STREET, 12C                   ",10016,703611
"5988",1," 235 EAST 40 STREET, 15B                   ",10016,690000
"5989",1," 235 EAST 40 STREET, 16G                   ",10016,727000
"5990",1," 235 EAST 40 STREET, 17B                   ",10016,780000
"5991",1," 235 EAST 40 STREET, 21I                   ",10016,400000
"5992",1," 235 EAST 40 STREET, 22F                   ",10016,400000
"5993",1," 235 EAST 40 STREET, 28A                   ",10016,1060000
"5994",1," 235 EAST 40 STREET, 31B                   ",10016,835000
"5995",1," 235 EAST 40 STREET, 32B                   ",10016,787500
"5996",1," 240 EAST 46 STREET, 3H                    ",10017,105000
"5997",1," 240 EAST 46 STREET, 6G                    ",10017,600000
"5998",1," 240 EAST 46 STREET, 7C                    ",10017,340000
"6000",1," 240 EAST 47 STREET, 6G                    ",10017,1110000
"6002",1," 240 EAST 47 STREET, 9G                    ",10017,710000
"6004",1," 240 EAST 47 STREET, 15C                   ",10017,1200000
"6006",1," 240 EAST 47 STREET, 24B                   ",10017,850000
"6009",1," 240 EAST 47 STREET, 35D                   ",10017,1508000
"6011",1," 240 EAST 47 STREET, 41A                   ",10017,2250000
"6013",1," 216 EAST 47 STREET, 5B                    ",10017,600000
"6015",1," 216 EAST 47 STREET, 19B                   ",10017,300000
"6016",1," 210 EAST 47 STREET, 2D                    ",10017,614000
"6018",1," 210 EAST 47 STREET, 7D                    ",10017,580000
"6020",1," 225 EAST 46 STREET, 2K                    ",10017,395000
"6021",1," 225 EAST 46 STREET, 4A                    ",10017,350000
"6022",1," 225 EAST 46 STREET, 8E                    ",10017,397500
"6023",1," 232 EAST 47 STREET, 11B                   ",10017,625000
"6024",1," 232 EAST 47 STREET, 11E                   ",10017,540000
"6025",1," 232 EAST 47 STREET, 12C                   ",10017,805000
"6026",1," 232 EAST 47 STREET, 16B                   ",10017,625000
"6028",1," 232 EAST 47 STREET, 23C                   ",10017,520000
"6030",1," 232 EAST 47 STREET, 27D                   ",10017,240000
"6031",1," 232 EAST 47 STREET, 27E                   ",10017,825000
"6032",1," 232 EAST 47 STREET, 28F                   ",10017,999999
"6033",1," 232 EAST 47 STREET, 28F                   ",10017,999999
"6034",1," 232 EAST 47 STREET, 31B                   ",10017,602500
"6035",1," 232 EAST 47 STREET, 34B                   ",10017,625000
"6036",1," 232 EAST 47 STREET, 37C                   ",10017,870000
"6037",1," 211 EAST 46 STREET, 6D                    ",10017,600000
"6038",1," 211 EAST 46 STREET, 6D                    ",10017,430519
"6039",1," 211 EAST 46 STREET, 9H                    ",10017,665000
"6040",1," 211 EAST 46 STREET, 10G                   ",10017,885000
"6041",1," 211 EAST 46 STREET, 14D                   ",10017,600000
"6042",1," 211 EAST 46 STREET, 17F                   ",10017,997885
"6043",1," 211 EAST 46 STREET, 19C                   ",10017,489048
"6044",1," 211 EAST 46 STREET, 19D                   ",10017,469847
"6045",1," 211 EAST 46 STREET, 19F                   ",10017,1100000
"6046",1," 211 EAST 46 STREET, 19G                   ",10017,982611
"6047",1," 211 EAST 46 STREET, 20B                   ",10017,740000
"6048",1," 211 EAST 46 STREET, 20F                   ",10017,1069162
"6049",1," 211 EAST 46 STREET, 20H                   ",10017,620000
"6050",1," 211 EAST 46 STREET, 21E                   ",10017,661862
"6051",1," 211 EAST 46 STREET, 21F                   ",10017,1038615
"6052",1," 211 EAST 46 STREET, 22B                   ",10017,630000
"6053",1," 211 EAST 46 STREET, 22F                   ",10017,1094618
"6054",1," 211 EAST 46 STREET, 22J                   ",10017,585493
"6055",1," 211 EAST 46 STREET, 23E                   ",10017,639000
"6056",1," 211 EAST 46 STREET, 23J                   ",10017,631315
"6057",1," 211 EAST 46 STREET, 24E                   ",10017,641497
"6058",1," 211 EAST 46 STREET, 24F                   ",10017,1069162
"6059",1," 211 EAST 46 STREET, 24G                   ",10017,965000
"6060",1," 211 EAST 46 STREET, 25F                   ",10017,1249597
"6061",1," 212 EAST 47 STREET, 25H                   ",10017,660000
"6062",1," 211 EAST 46 STREET, 26E                   ",10017,625205
"6063",1," 211 EAST 46 STREET, 26F                   ",10017,1150622
"6064",1," 211 EAST 46 STREET, 26G                   ",10017,928000
"6065",1," 211 EAST 46 STREET, 27E                   ",10017,651680
"6066",1," 211 EAST 46 STREET, 27F                   ",10017,1100000
"6067",1," 211 EAST 46 STREET, 28B                   ",10017,659168
"6068",1," 211 EAST 46 STREET, 28C                   ",10017,650000
"6069",1," 211 EAST 46 STREET, 28E                   ",10017,647664
"6070",1," 211 EAST 46 STREET, 28F                   ",10017,1140440
"6071",1," 211 EAST 46 STREET, 28G                   ",10017,980000
"6072",1," 211 EAST 46 STREET, 28H                   ",10017,712775
"6073",1," 211 EAST 46 STREET, 29E                   ",10017,636406
"6074",1," 211 EAST 46 STREET, 29F                   ",10017,1196443
"6075",1," 211 EAST 46 STREET, 30C                   ",10017,625000
"6076",1," 211 EAST 46 STREET, 30E                   ",10017,657456
"6077",1," 211 EAST 46 STREET, 30F                   ",10017,1279940
"6078",1," 211 EAST 46 STREET, 31B                   ",10017,672045
"6079",1," 211 EAST 46 STREET, 31F                   ",10017,1272812
"6080",1," 211 EAST 46 STREET, 31G                   ",10017,967337
"6081",1," 211 EAST 46 STREET, 32B                   ",10017,646588
"6082",1," 211 EAST 46 STREET, 32C                   ",10017,600000
"6083",1," 211 EAST 46 STREET, 33A                   ",10017,613866
"6084",1," 211 EAST 46 STREET, 33B                   ",10017,682227
"6085",1," 211 EAST 46 STREET, 34A                   ",10017,616041
"6086",1," 211 EAST 46 STREET, 34B                   ",10017,660000
"6087",1," 211 EAST 46 STREET, 34C                   ",10017,712775
"6088",1," 211 EAST 46 STREET, PHA                   ",10017,612500
"6089",1," 211 EAST 46 STREET, PHB                   ",10017,692410
"6090",1," 211 EAST 46 STREET, PHD                   ",10017,556957
"6091",1," 211 EAST 46 STREET, PHH                   ",10017,848548
"6092",1," 249 EAST 48 STREET, 2J                    ",10017,800000
"6093",1," 249 EAST 48 STREET, 11G                   ",10017,470000
"6094",1," 249 EAST 48 STREET, 16E                   ",10017,750000
"6095",1," 255 EAST 49 STREET, 9F                    ",10017,487000
"6096",1," 255 EAST 49 STREET, 14B                   ",10017,700000
"6097",1," 255 EAST 49 STREET, 14E                   ",10017,517500
"6098",1," 255 EAST 49 STREET, 15B                   ",10017,712775
"6099",1," 255 EAST 49 STREET, 16C                   ",10017,660000
"6100",1," 255 EAST 49 STREET, 20C                   ",10017,662078
"6101",1," 255 EAST 49 STREET, 22A                   ",10017,750000
"6105",1," 255 EAST 49 STREET, 29E                   ",10017,1100000
"6106",1," 245 EAST 50 STREET, 3A                    ",10022,650000
"6107",1," 245 EAST 50 STREET, 3B                    ",10022,400000
"6108",1," 224 EAST 52 STREET, 3                     ",10022,680000
"6109",1," 230 EAST 52 STREET, 2E                    ",10022,350000
"6111",1," 209 EAST 51 STREET, 2A                    ",10022,757455
"6112",1," 209 EAST 51 STREET, 2E                    ",10022,1272812
"6113",1," 209 EAST 51 STREET, 6D                    ",10022,626223
"6114",1," 209 EAST 51 STREET, 6E                    ",10022,1323725
"6115",1," 209 EAST 51 STREET, 7E                    ",10022,1323725
"6116",1," 209 EAST 51 STREET, 8C                    ",10022,722957
"6117",1," 209 EAST 51 STREET, 9A                    ",10022,773870
"6118",1," 209 EAST 51 STREET, 9E                    ",10022,1501918
"6119",1," 209 EAST 51 STREET, 9G                    ",10022,952063
"6120",1," 209 EAST 51 STREET, 10D                   ",10022,661862
"6121",1," 209 EAST 51 STREET, 10G                   ",10022,933735
"6122",1," 209 EAST 51 STREET, 11B                   ",10022,1400093
"6123",1," 209 EAST 51 STREET, 12B                   ",10022,1349181
"6124",1," 209 EAST 51 STREET, 12C                   ",10022,1069162
"6125",1," 209 EAST 51 STREET, PHA                   ",10022,2036500
"6126",1," 250 EAST 53 STREET, 602                   ",10022,1350000
"6129",1," 250 EAST 53 STREET, 2504                  ",10022,2587500
"6130",1," 250 EAST 53 STREET, 2604                  ",10022,2775000
"6131",1," 250 EAST 53 STREET, PH                    ",10022,10500000
"6132",1," 250 EAST 54 STREET, 22B                   ",10022,445000
"6133",1," 250 EAST 54 STREET, 8C                    ",10022,905000
"6134",1," 250 EAST 54 STREET, 5E                    ",10022,370000
"6135",1," 250 EAST 54 STREET, 19E                   ",10022,449000
"6137",1," 250 EAST 54 STREET, 30C                   ",10022,780000
"6139",1," 212 EAST 57 STREET, 16A                   ",10022,2300000
"6140",1," 200 EAST 58 STREET, 11B                   ",10022,625000
"6143",1," 200 EAST 58 STREET, 6H                    ",10022,1050000
"6145",1," 207 EAST 57 STREET, 4C                    ",10022,1650000
"6146",1," 207 EAST 57 STREET, 6B                    ",10022,1200000
"6147",1," 207 EAST 57 STREET, 9A10A                 ",10022,1500000
"6148",1," 207 EAST 57 STREET, 20A                   ",10022,1950000
"6153",1," 301 EAST 45 STREET, 18B                   ",10017,682000
"6154",1," 333 EAST 45 STREET, 10B                   ",10017,555000
"6155",1," 333 EAST 45 STREET, 20B                   ",10017,622500
"6156",1," 333 EAST 45 STREET, 23B                   ",10017,560000
"6157",1," 333 EAST 45 STREET, 11C                   ",10017,520000
"6160",1," 333 EAST 45 STREET, 19E                   ",10017,605000
"6161",1," 845 UNITED NATIONS PLAZA, 7A              ",10017,3200000
"6162",1," 845 UNITED NATIONS PLAZA, 18A             ",10017,2670000
"6163",1," 845 UNITED NATIONS PLAZA, 7C              ",10017,760687
"6164",1," 845 UNITED NATIONS PLAZA, 10E             ",10017,1625000
"6165",1," 845 UNITED NATIONS PLAZA, 19E             ",10017,1910000
"6166",1," 845 UNITED NATIONS PLAZA, 8G              ",10017,1025000
"6168",1," 845 UNITED NATIONS PLAZA, 10G             ",10017,1190000
"6170",1," 845 UNITED NATIONS PLAZA, 47B             ",10017,4235000
"6172",1," 845 UNITED NATIONS PLAZA, 60C             ",10017,3320000
"6173",1," 845 UNITED NATIONS PLAZA, 38E             ",10017,1480874
"6174",1," 845 UNITED NATIONS PLAZA, 52E             ",10017,2100000
"6175",1," 845 UNITED NATIONS PLAZA, 58E             ",10017,2325000
"6176",1," 845 UNITED NATIONS PLAZA, 81A             ",10017,5650000
"6177",1," 845 UNITED NATIONS PLAZA, 86B             ",10017,10000000
"6178",1," 845 UNITED NATIONS PLAZA, 82C             ",10017,4850000
"6182",1," 330 EAST 49 STREET, 2D                    ",10017,565000
"6183",1," 330 EAST 49 STREET, 11M                   ",10017,425000
"6184",1," 330 EAST 49 STREET, TOWER                 ",10017,1200000
"6185",1," 100 UNITED NATIONS PLAZA, 8F              ",10017,610000
"6188",1," 100 UNITED NATIONS PLAZA, 12A             ",10017,1200000
"6189",1," 100 UNITED NATIONS PLAZA, 16A             ",10017,1200000
"6190",1," 100 UNITED NATIONS PLAZA, 18A             ",10017,1200000
"6191",1," 100 UNITED NATIONS PLAZA, 18D             ",10017,670000
"6192",1," 100 UNITED NATIONS PLAZA, 28E             ",10017,955000
"6193",1," 100 UNITED NATIONS PLAZA, 32C             ",10017,1250000
"6195",1," 865 1 AVENUE, 1D                          ",10017,585000
"6196",1," 865 1 AVENUE, 15B                         ",10017,495000
"6197",1," 309 EAST 49 STREET, 15D                   ",10017,1200000
"6198",1," 309 EAST 49 STREET, 17A                   ",10017,1485000
"6200",1," 335 EAST 51 STREET, 10C                   ",10022,350000
"6201",1," 351 EAST 51 STREET, 14E                   ",10022,975000
"6202",1," 351 EAST 51 STREET, 15A                   ",10022,2110000
"6203",1," 310 EAST 53 STREET, 2/3A                  ",10022,4400000
"6204",1," 310 EAST 53 STREET, 4/5B                  ",10022,1500000
"6205",1," 310 EAST 53 STREET, 7B                    ",10022,1850000
"6207",1," 310 EAST 53 STREET, 22A                   ",10022,2090000
"6208",1," 310 EAST 53 STREET, 23B                   ",10022,2650000
"6209",1," 310 EAST 53 STREET, 24A                   ",10022,2562000
"6211",1," 310 EAST 53 STREET, 27B                   ",10022,2600000
"6212",1," 320 EAST 54 STREET, 8B                    ",10022,627000
"6214",1," 300 EAST 55 STREET, 4C                    ",10022,875000
"6215",1," 300 EAST 55 STREET, 7E                    ",10022,1566833
"6217",1," 300 EAST 55 STREET, 19A                   ",10022,1800000
"6220",1," 300 EAST 55 STREET, STOR2                 ",10022,20000
"6222",1," 300 EAST 55 STREET, STOR9                 ",10022,10000
"6223",1," 300 EAST 55 STREET, STO16                 ",10022,11000
"6224",1," 300 EAST 55 STREET, STO17                 ",10022,30000
"6227",1," 300 EAST 55 STREET, STO20                 ",10022,7000
"6232",1," 400 EAST 51 STREET, 7A                    ",10022,1075000
"6233",1," 400 EAST 51 STREET, 17A                   ",10022,2400000
"6234",1," 400 EAST 51 STREET, 22A                   ",10022,3315000
"6237",1," 400 EAST 51 STREET, 20B                   ",10022,1950000
"6239",1," 400 EAST 51 STREET, 7F                    ",10022,1400000
"6241",1," 411 EAST 53 STREET, 5E                    ",10022,500000
"6242",1," 411 EAST 53 STREET, 7A                    ",10022,500000
"6243",1," 411 EAST 53 STREET, 7K                    ",10022,977520
"6245",1," 411 EAST 53 STREET, 19B                   ",10022,1600000
"6247",1," 400 EAST 54 STREET, 7D                    ",10022,479713
"6249",1," 400 EAST 54 STREET, 11G                   ",10022,480000
"6250",1," 400 EAST 54 STREET, 25E                   ",10022,967337
"6252",1," 415 EAST 54 STREET, 2D                    ",10022,1325000
"6254",1," 415 EAST 54 STREET, 8F                    ",10022,995000
"6255",1," 415 EAST 54 STREET, 11E                   ",10022,925000
"6256",1," 415 EAST 54 STREET, 29D                   ",10022,1705000
"6259",1," 420 EAST 58 STREET, 12A                   ",10022,650000
